uid;____;______ _____;______ ____;_____ _____;_____ ____
10Ê118Ê665;14.04.2016 12:59;________;400;___ _________;0
10Ê175Ê369;14.04.2016 13:08;___ _________;0;_____ ______ 70;350
10Ê034Ê823;14.04.2016 13:16;___ _________;0;_____ ______ 50;300
10Ê063Ê948;30.09.2014 15:48;______ _____ 500 _________;380;________;400
10Ê063Ê948;14.04.2016 13:19;________;400;___ _________;0
10Ê106Ê422;27.10.2014 17:23;______ _____ 600 _________;480;________;400
10Ê106Ê422;14.04.2016 14:00;________;400;___ _________;0
10Ê175Ê359;14.04.2016 14:12;___ _________;0;_____ ______ 50;300
10Ê175Ê350;14.04.2016 14:37;___ _________;0;________ 2015;399
10Ê135Ê658;14.04.2016 15:14;___ _________;0;________ 2015;399
10Ê175Ê374;14.04.2016 15:27;___ _________;0;________ 2015;399
10Ê073Ê296;15.04.2016 12:49;___ _________;0;_____ ______ 70;350
10Ê175Ê308;14.04.2016 16:33;___ _________;0;________ 2015;399
10Ê175Ê383;14.04.2016 16:50;___ _________;0;_____ ______ 50;300
10Ê136Ê431;14.04.2016 17:02;___ _________;0;_____ ______ 50;300
10Ê175Ê305;14.04.2016 17:40;___ _________;0;_____ ______ 50;300
10Ê061Ê137;01.12.2016 14:25;___ _________;0;_____ ______ 70;350
10Ê175Ê323;14.04.2016 17:57;___ _________;0;________ 2015;399
10Ê022Ê011;09.12.2016 10:11;___ _________;0;_____ ______ 70;350
10Ê169Ê135;14.04.2016 18:53;___ _________;0;________ 2015;399
10Ê063Ê948;14.04.2016 19:22;___ _________;0;___________ 50;250
10Ê056Ê032;14.04.2016 20:34;___ _________;0;_____ ______ 50;300
10Ê026Ê686;14.04.2016 21:12;___ _________;0;_____ ______ 50;300
10Ê175Ê424;15.04.2016 13:43;___ _________;0;________ 2015;399
10Ê126Ê799;29.09.2016 9:49;___ _________;0;________ 2015;399
10Ê066Ê469;09.08.2014 15:50;_______;300;________;400
10Ê066Ê469;01.09.2014 0:55;__600;600;________;400
10Ê066Ê469;15.04.2016 14:25;________;400;___ _________;0
10Ê166Ê445;15.04.2016 15:03;_____ ______ 70;350;___ _________;0
10Ê175Ê408;15.04.2016 15:32;___ _________;0;_____ ______ 50;300
10Ê175Ê405;15.04.2016 15:48;___ _________;0;________ 2015;399
10Ê169Ê940;28.12.2015 15:59;___ _________;0;________ 2015;399
10Ê169Ê940;15.04.2016 16:09;________ 2015;399;___________ 50;250
10Ê038Ê795;15.04.2016 16:24;___ _________;0;___________ 50;250
10Ê088Ê976;20.09.2014 11:41;___ _________;0;________;400
10Ê088Ê976;15.04.2016 16:56;________;400;___ _________;0
10Ê037Ê529;15.04.2016 17:08;___ _________;0;_____ ______ 50;300
10Ê134Ê739;15.04.2016 17:16;___ _________;0;_____ ______ 50;300
10Ê095Ê147;02.12.2016 14:50;________ 2015;399;___ _________;0
10Ê001Ê953;07.12.2016 11:46;___ _________;0;_____ ______ 70;350
10Ê167Ê489;29.11.2016 11:07;________ 2015;399;___ _________;0
10Ê173Ê183;15.04.2016 19:47;___ _________;0;_____ ______ 50;300
10Ê169Ê724;15.04.2016 19:55;___ _________;0;_____ ______ 70;350
10Ê178Ê392;27.06.2016 11:14;___ _________;0;________ 2015;399
10Ê041Ê501;17.04.2016 16:08;___ _________;0;_____ ______ 50;300
10Ê066Ê469;17.04.2016 17:35;___ _________;0;___________ 50;250
10Ê006Ê202;17.04.2016 18:42;___ _________;0;_____ ______ 50;300
10Ê012Ê347;18.04.2016 9:04;___ _________;0;_____ ______ 70;350
10Ê175Ê449;16.04.2016 15:15;___ _________;0;________ 2015;399
10Ê175Ê449;18.04.2016 10:09;________ 2015;399;_____ ______ 70;350
10Ê182Ê918;05.10.2016 11:34;___ _________;0;_____ ______ 50;300
10Ê110Ê016;18.04.2016 10:41;___ _________;0;_____ ______ 50;300
10Ê092Ê414;18.04.2016 11:09;___ _________;0;_____ ______ 50;300
10Ê113Ê342;17.12.2016 14:41;___ _________;0;_____ ______ 70;350
10Ê042Ê082;18.04.2016 11:13;___ _________;0;_____ ______ 50;300
10Ê054Ê470;18.04.2016 11:21;___ _________;0;_____ ______ 50;300
10Ê175Ê503;18.04.2016 11:23;___ _________;0;_____ ______ 70;350
10Ê177Ê189;24.05.2016 14:11;___ _________;0;________;435
10Ê175Ê542;18.04.2016 11:35;___ _________;0;_____ ______ 50;300
10Ê175Ê563;18.04.2016 11:51;___ _________;0;_____ ______ 70;350
10Ê089Ê552;05.10.2015 19:13;___ _________;0;_____ ______ 50;300
10Ê089Ê552;18.04.2016 11:59;_____ ______ 50;300;___ _________;0
10Ê162Ê162;19.08.2015 12:05;___ _________;0;________ 2015;399
10Ê175Ê531;18.04.2016 12:24;___ _________;0;________ 2015;399
10Ê175Ê557;18.04.2016 13:05;___ _________;0;_______+;500
10Ê139Ê040;26.06.2014 10:59;___ _________;0;______ _____ 500 _________;380
10Ê139Ê040;18.04.2016 13:28;______ _____ 500 _________;380;___ _________;0
10Ê038Ê795;15.04.2016 10:42;________;400;___________ 50;250
10Ê038Ê795;18.04.2016 13:38;___________ 50;250;___ _________;0
10Ê175Ê536;18.04.2016 14:01;___ _________;0;________ 2015;399
10Ê175Ê561;18.04.2016 14:23;___ _________;0;_____ ______ 50;300
10Ê175Ê485;18.04.2016 14:26;___ _________;0;________ 2015;399
10Ê125Ê444;05.12.2015 14:37;___ _________;0;___________ 50;250
10Ê125Ê444;18.04.2016 14:29;___________ 50;250;___ _________;0
10Ê030Ê671;18.04.2016 14:32;___ _________;0;_____ ______ 70;350
10Ê175Ê560;18.04.2016 14:34;___ _________;0;________ 2015;399
10Ê016Ê134;01.09.2014 0:54;_____________ _____;360;_____________;240
10Ê016Ê134;18.04.2016 14:34;_____________;240;___ _________;0
10Ê082Ê947;19.10.2015 11:28;________;400;___________ 50;250
10Ê082Ê947;18.04.2016 15:17;___________ 50;250;___ _________;0
10Ê175Ê521;19.04.2016 11:06;___ _________;0;_____ ______ 70;350
10Ê175Ê501;17.04.2016 14:09;___ _________;0;________ 2015;399
10Ê175Ê501;18.04.2016 15:36;________ 2015;399;_____ ______ 50;300
10Ê096Ê322;18.04.2016 15:46;___ _________;0;________ 2015;399
10Ê091Ê111;18.04.2016 15:55;___ _________;0;_____ ______ 50;300
10Ê144Ê770;18.04.2016 16:10;________ 2015;399;___ _________;0
10Ê175Ê559;18.04.2016 16:39;___ _________;0;_____ ______ 50;300
10Ê175Ê546;18.04.2016 16:47;___ _________;0;________ 2015;399
10Ê174Ê703;18.04.2016 17:09;___ _________;0;________ 2015;399
10Ê175Ê398;18.04.2016 17:15;___ _________;0;_____ ______ 50;300
10Ê054Ê434;18.04.2016 18:10;___ _________;0;_____ ______ 70;350
10Ê175Ê549;18.04.2016 18:25;___ _________;0;_____ ______ 50;300
10Ê170Ê480;12.01.2016 15:43;___ _________;0;_____ ______ 70;350
10Ê170Ê480;18.04.2016 18:34;_____ ______ 70;350;___________ 50;250
10Ê175Ê504;18.04.2016 18:52;___ _________;0;_____ ______ 50;300
10Ê075Ê016;18.04.2016 19:01;___ _________;0;_____ ______ 50;300
10Ê175Ê440;18.04.2016 19:10;___ _________;0;________ 2015;399
10Ê179Ê961;04.08.2016 12:12;___ _________;0;_____ ______ 50;300
10Ê175Ê495;18.04.2016 19:52;___ _________;0;________ 2015;399
10Ê175Ê602;19.04.2016 11:11;___ _________;0;_____ ______ 70;350
10Ê143Ê152;23.06.2015 12:39;___ _________;0;_____ ______ 50;300
10Ê143Ê152;19.04.2016 11:14;_____ ______ 50;300;___ _________;0
10Ê175Ê402;19.04.2016 11:21;___ _________;0;_____ ______ 70;350
10Ê175Ê572;19.04.2016 11:22;___ _________;0;_____ ______ 70;350
10Ê127Ê419;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê175Ê590;19.04.2016 11:40;___ _________;0;_____ ______ 50;300
10Ê175Ê547;19.04.2016 11:59;___ _________;0;_____ ______ 70;350
10Ê175Ê591;19.04.2016 12:03;___ _________;0;_____ ______ 70;350
10Ê175Ê607;19.04.2016 12:09;___ _________;0;_____ ______ 70;350
10Ê020Ê712;19.04.2016 12:28;___ _________;0;_____ ______ 50;300
10Ê175Ê597;19.04.2016 12:33;___ _________;0;________ 2015;399
10Ê175Ê555;19.04.2016 12:40;___ _________;0;_____ ______ 70;350
10Ê025Ê680;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê025Ê680;19.04.2016 12:47;________;400;___ _________;0
10Ê158Ê292;19.04.2016 13:01;___ _________;0;_______ ________;800
10Ê167Ê662;19.04.2016 13:03;___ _________;0;_______ ________;800
10Ê093Ê152;19.04.2016 13:30;___ _________;0;_____ ______ 70;350
10Ê175Ê382;19.04.2016 13:35;___ _________;0;________ 2015;399
10Ê053Ê755;19.04.2016 14:49;______ _____ 500 _________;380;___ _________;0
10Ê174Ê477;19.04.2016 15:09;___ _________;0;_____ ______ 50;300
10Ê149Ê653;19.04.2016 16:13;___ _________;0;________ 2015;399
10Ê174Ê717;19.04.2016 16:43;___ _________;0;_____ ______ 50;300
10Ê175Ê508;19.04.2016 17:12;___ _________;0;_____ ______ 70;350
10Ê135Ê023;19.04.2016 17:43;___ _________;0;_____ ______ 50;300
10Ê175Ê523;19.04.2016 17:55;___ _________;0;_____ ______ 50;300
10Ê175Ê470;19.04.2016 18:03;___ _________;0;_____ ______ 50;300
10Ê057Ê005;19.04.2016 18:05;___ _________;0;_____ ______ 50;300
10Ê177Ê797;05.06.2016 11:12;___ _________;0;_____ ______ 70;350
10Ê175Ê564;19.04.2016 18:32;___ _________;0;_____ ______ 70;350
10Ê114Ê643;19.04.2016 18:42;___ _________;0;_____ ______ 50;300
10Ê159Ê251;19.04.2016 18:47;___ _________;0;_____ ______ 50;300
10Ê175Ê545;19.04.2016 18:50;___ _________;0;_____ ______ 50;300
10Ê175Ê603;19.04.2016 18:51;___ _________;0;________ 2015;399
10Ê155Ê976;19.04.2016 19:03;___ _________;0;________ 2015;399
10Ê029Ê865;19.04.2016 19:18;___ _________;0;_____ ______ 50;300
10Ê072Ê003;19.04.2016 19:35;___ _________;0;_____ ______ 70;350
10Ê175Ê544;19.04.2016 19:43;___ _________;0;_____ ______ 50;300
10Ê175Ê448;19.04.2016 20:15;___ _________;0;_____ ______ 50;300
10Ê175Ê450;19.04.2016 20:45;___ _________;0;_____ ______ 50;300
10Ê174Ê399;20.04.2016 12:33;___ _________;0;_____ ______ 50;300
10Ê175Ê458;20.04.2016 12:46;___ _________;0;________ 2015;399
10Ê175Ê652;20.04.2016 13:42;___ _________;0;_____ ______ 50;300
10Ê173Ê030;29.02.2016 12:13;___ _________;0;________ 1 ____;800
10Ê066Ê273;20.04.2016 14:37;___ _________;0;_____ ______ 70;350
10Ê169Ê022;20.04.2016 14:49;___ _________;0;_____ ______ 50;300
10Ê178Ê104;15.06.2016 11:37;___ _________;0;________ 2015;399
10Ê175Ê630;20.04.2016 16:13;___ _________;0;_____ ______ 70;350
10Ê175Ê610;20.04.2016 16:39;___ _________;0;_____ ______ 50;300
10Ê089Ê694;20.04.2016 17:17;_____ ______ 70;350;___________ 50;250
10Ê175Ê569;20.04.2016 16:59;___ _________;0;_____ ______ 70;350
10Ê037Ê583;20.04.2016 17:05;___ _________;0;_____ ______ 50;300
10Ê089Ê694;30.12.2015 17:18;___ _________;0;_____ ______ 70;350
10Ê053Ê755;20.04.2016 17:46;___ _________;0;___________ 50;250
10Ê170Ê842;20.04.2016 18:16;___ _________;0;_____ ______ 70;350
10Ê134Ê549;20.04.2016 18:36;___ _________;0;_____ ______ 50;300
10Ê167Ê263;20.04.2016 19:18;___ _________;0;________ 2015;399
10Ê012Ê647;20.04.2016 19:44;___ _________;0;_____ ______ 50;300
10Ê070Ê634;20.04.2016 19:59;___ _________;0;_____ ______ 50;300
10Ê175Ê628;20.04.2016 20:05;___ _________;0;_____ ______ 50;300
10Ê066Ê273;22.06.2015 15:50;________;400;___________ 70;350
10Ê066Ê273;21.04.2016 11:27;___________ 70;350;___ _________;0
10Ê065Ê275;12.10.2015 13:49;______ _____ 500 _________;380;_____ ______ 70;350
10Ê065Ê275;21.04.2016 11:41;_____ ______ 70;350;___ _________;0
10Ê125Ê444;21.04.2016 11:42;___ _________;0;___________ 50;250
10Ê175Ê699;21.04.2016 12:06;___ _________;0;_____ ______ 50;300
10Ê175Ê678;21.04.2016 12:28;___ _________;0;________;400
10Ê175Ê694;21.04.2016 12:52;___ _________;0;________ 2015;399
10Ê174Ê202;24.04.2016 15:37;___ _________;0;_____ ______ 50;300
10Ê029Ê624;21.04.2016 13:58;___ _________;0;_____ ______ 50;300
10Ê175Ê711;21.04.2016 14:03;___ _________;0;________ 2015;399
10Ê064Ê609;11.11.2016 11:26;___ _________;0;_____ ______ 50;300
10Ê175Ê723;21.04.2016 14:42;___ _________;0;________ 2015;399
10Ê175Ê674;21.04.2016 15:01;___ _________;0;________ 2015;399
10Ê175Ê684;21.04.2016 15:19;___ _________;0;_____ ______ 50;300
10Ê175Ê471;21.04.2016 15:33;___ _________;0;________ 2015;399
10Ê143Ê152;21.04.2016 15:36;___ _________;0;_____ ______ 50;300
10Ê121Ê310;15.10.2014 10:22;___ _________;0;________;400
10Ê121Ê310;21.04.2016 15:52;________;400;___ _________;0
10Ê175Ê639;21.04.2016 16:21;___ _________;0;_____ ______ 50;300
10Ê040Ê145;21.04.2016 17:21;______ _____ 500 _________;380;___ _________;0
10Ê175Ê659;21.04.2016 17:46;___ _________;0;_____ ______ 50;300
10Ê081Ê700;21.04.2016 18:08;___ _________;0;_____ ______ 50;300
10Ê180Ê121;11.08.2016 12:04;___ _________;0;_____ ______ 70;350
10Ê177Ê797;07.08.2016 11:54;_____ ______ 70;350;___________ 50;250
10Ê134Ê297;21.04.2016 18:40;___ _________;0;_____ ______ 50;300
10Ê179Ê180;15.07.2016 13:01;___ _________;0;_____ ______ 50;300
10Ê184Ê582;11.11.2016 11:29;___ _________;0;________ 2015;399
10Ê175Ê592;21.04.2016 19:25;___ _________;0;_____ ______ 70;350
10Ê022Ê529;21.04.2016 20:32;___ _________;0;_____ ______ 70;350
10Ê175Ê656;21.04.2016 20:49;___ _________;0;_____ ______ 50;300
10Ê124Ê304;23.11.2015 12:21;___ _________;0;________ 2015;399
10Ê124Ê304;22.04.2016 10:50;________ 2015;399;___ _________;0
10Ê154Ê201;22.04.2016 10:52;___ _________;0;________ 2015;399
10Ê166Ê445;22.04.2016 11:00;___ _________;0;_____ ______ 70;350
10Ê175Ê612;20.04.2016 14:39;___ _________;0;________ 2015;399
10Ê175Ê788;22.04.2016 11:03;___ _________;0;_____ ______ 50;300
10Ê175Ê626;22.04.2016 11:18;___ _________;0;_____ ______ 50;300
10Ê036Ê899;22.04.2016 11:21;___ _________;0;_____ ______ 50;300
10Ê170Ê000;22.04.2016 11:28;_____ ______ 50;300;___ _________;0
10Ê036Ê912;23.09.2015 10:41;___ _________;0;_____ ______ 70;350
10Ê036Ê912;22.04.2016 11:49;_____ ______ 70;350;___ _________;0
10Ê126Ê437;11.02.2015 9:46;___ _________;0;______ _____ 500 _________;380
10Ê126Ê437;22.04.2016 11:57;______ _____ 500 _________;380;___ _________;0
10Ê175Ê618;22.04.2016 12:08;___ _________;0;_____ ______ 70;350
10Ê076Ê686;22.04.2016 12:13;______ _____ 500 _________;380;___ _________;0
10Ê175Ê608;22.04.2016 12:16;___ _________;0;_____ ______ 70;350
10Ê175Ê680;22.04.2016 12:50;___ _________;0;________ 2015;399
10Ê156Ê281;14.04.2015 14:18;___ _________;0;________;400
10Ê156Ê281;22.04.2016 13:05;________;400;___ _________;0
10Ê175Ê765;24.04.2016 15:41;___ _________;0;________ 2015;399
10Ê175Ê865;24.04.2016 16:29;___ _________;0;_____ ______ 50;300
10Ê175Ê753;22.04.2016 13:40;___ _________;0;_____ ______ 50;300
10Ê001Ê753;15.03.2016 10:14;______ _____ 600 _________;480;________;400
10Ê175Ê433;22.04.2016 14:46;___ _________;0;_____ ______ 70;350
10Ê175Ê726;22.04.2016 15:55;___ _________;0;________ 2015;399
10Ê140Ê501;22.04.2016 16:41;___ _________;0;_____ ______ 70;350
10Ê175Ê833;22.04.2016 16:43;___ _________;0;________ 2015;399
10Ê175Ê707;22.04.2016 16:56;___ _________;0;_____ ______ 70;350
10Ê053Ê917;22.04.2016 17:01;___ _________;0;_____ ______ 70;350
10Ê155Ê927;22.04.2016 17:03;___ _________;0;_____ ______ 70;350
10Ê175Ê813;22.04.2016 17:32;___ _________;0;_____ ______ 50;300
10Ê124Ê304;22.04.2016 18:03;___ _________;0;________ 2015;399
10Ê034Ê661;22.04.2016 18:06;___ _________;0;________ 2015;399
10Ê175Ê742;22.04.2016 18:13;___ _________;0;________ 2015;399
10Ê175Ê783;22.04.2016 18:20;___ _________;0;_____ ______ 50;300
10Ê088Ê722;22.04.2016 18:34;___ _________;0;___________ 50;250
10Ê175Ê700;22.04.2016 19:06;___ _________;0;_____ ______ 50;300
10Ê175Ê710;22.04.2016 19:22;___ _________;0;_____ ______ 50;300
10Ê068Ê589;22.04.2016 19:24;___ _________;0;________ 2015;399
10Ê175Ê784;22.04.2016 19:37;___ _________;0;_____ ______ 50;300
10Ê175Ê767;22.04.2016 20:16;___ _________;0;________ 2015;399
10Ê158Ê414;22.04.2016 20:25;___ _________;0;________ 2015;399
10Ê175Ê759;22.04.2016 20:28;___ _________;0;________ 2015;399
10Ê040Ê461;22.04.2016 20:30;___ _________;0;________ 2015;399
10Ê127Ê419;24.05.2016 14:12;_______ _______ 70;350;___ _________;0
10Ê175Ê871;24.04.2016 17:32;___ _________;0;________ 2015;399
10Ê082Ê144;25.04.2016 9:15;______ _____ 500 _________;380;___ _________;0
10Ê044Ê026;18.12.2016 11:17;___ _________;0;_____ ______ 70;350
10Ê076Ê686;25.04.2016 9:33;___ _________;0;_____ ______ 70;350
10Ê175Ê758;25.04.2016 10:15;___ _________;0;_____ ______ 50;300
10Ê101Ê776;23.12.2014 14:44;_______;300;________;400
10Ê101Ê776;25.04.2016 10:22;________;400;___ _________;0
10Ê034Ê944;25.04.2016 10:42;___ _________;0;________ 2015;399
10Ê175Ê874;25.04.2016 10:48;___ _________;0;________ 2015;399
10Ê175Ê562;18.04.2016 12:54;___ _________;0;________ 2015;399
10Ê175Ê562;25.04.2016 10:57;________ 2015;399;___ _________;0
10Ê082Ê144;25.04.2016 10:53;___ _________;0;___________ 70;350
10Ê042Ê248;23.04.2016 13:39;___ _________;0;_____ ______ 50;300
10Ê042Ê248;25.04.2016 11:34;_____ ______ 50;300;_____ ______ 70;350
10Ê168Ê028;25.04.2016 11:36;___ _________;0;_____ ______ 70;350
10Ê173Ê545;24.04.2016 13:59;___ _________;0;________ 2015;399
10Ê173Ê545;25.04.2016 11:39;________ 2015;399;_____ ______ 70;350
10Ê069Ê085;16.05.2013 10:15;___ _________;0;______ _____ 500 _________;380
10Ê173Ê931;18.03.2016 10:19;___ _________;0;________ 2015;399
10Ê173Ê931;25.04.2016 11:43;________ 2015;399;________;435
10Ê175Ê866;25.04.2016 11:47;___ _________;0;_____ ______ 50;300
10Ê175Ê829;25.04.2016 11:58;___ _________;0;________ 2015;399
10Ê175Ê869;25.04.2016 12:02;___ _________;0;_____ ______ 70;350
10Ê067Ê079;25.04.2016 12:21;___ _________;0;_____ ______ 70;350
10Ê175Ê500;25.04.2016 12:47;___ _________;0;_____ ______ 50;300
10Ê175Ê880;25.04.2016 13:05;___ _________;0;_____ ______ 70;350
10Ê168Ê549;25.04.2016 13:11;___ _________;0;________ 2015;399
10Ê175Ê909;25.04.2016 13:33;___ _________;0;_____ ______ 50;300
10Ê185Ê156;26.11.2016 14:17;_____ ______ 70;350;________ 99;399
10Ê175Ê789;25.04.2016 12:50;___ _________;0;___________ 50;250
10Ê063Ê533;25.04.2016 14:29;___ _________;0;________ 2015;399
10Ê127Ê349;25.04.2016 14:43;___ _________;0;_____ ______ 50;300
10Ê012Ê644;23.11.2016 11:06;___ _________;0;________ 2015;399
10Ê118Ê751;25.04.2016 15:09;___ _________;0;_____ ______ 50;300
10Ê175Ê832;25.04.2016 15:15;___ _________;0;_____ ______ 50;300
10Ê175Ê191;23.04.2016 15:43;___ _________;0;________ 2015;399
10Ê175Ê897;25.04.2016 15:42;___ _________;0;_____ ______ 50;300
10Ê175Ê191;25.04.2016 15:24;________ 2015;399;_____ ______ 50;300
10Ê007Ê978;25.04.2016 16:01;___ _________;0;_____ ______ 70;350
10Ê175Ê826;25.04.2016 16:05;___ _________;0;_____ ______ 50;300
10Ê175Ê899;25.04.2016 16:40;___ _________;0;_____ ______ 70;350
10Ê175Ê712;25.04.2016 16:43;___ _________;0;_____ ______ 50;300
10Ê175Ê886;25.04.2016 17:06;___ _________;0;_____ ______ 70;350
10Ê033Ê765;25.04.2016 17:19;___ _________;0;_____ ______ 50;300
10Ê175Ê891;25.04.2016 17:24;___ _________;0;_____ ______ 70;350
10Ê175Ê881;25.04.2016 17:48;___ _________;0;_____ ______ 50;300
10Ê042Ê739;25.04.2016 17:49;___ _________;0;_____ ______ 50;300
10Ê175Ê870;25.04.2016 18:04;___ _________;0;___________ 50;250
10Ê184Ê370;06.11.2016 13:28;___ _________;0;_____ ______ 70;350
10Ê175Ê118;25.04.2016 20:03;___ _________;0;_____ ______ 50;300
10Ê177Ê580;01.09.2016 14:15;___ _________;0;_____ ______ 50;300
10Ê175Ê823;25.04.2016 20:35;___ _________;0;_____ ______ 50;300
10Ê063Ê179;24.07.2013 19:26;___ _________;0;______ _____ 500 _________;380
10Ê159Ê115;11.06.2015 15:50;___ _________;0;________ 2015;399
10Ê179Ê275;19.07.2016 10:13;___ _________;0;________ 2015;399
10Ê018Ê652;16.07.2012 13:08;______ _____ 500;500;______ _____ 500 _________;380
10Ê087Ê804;05.05.2014 19:50;___ _________;0;______ _____ 500 _________;380
10Ê080Ê875;01.02.2013 14:30;___ _________;0;______ _____ 500 _________;380
10Ê185Ê802;06.12.2016 12:31;___ _________;0;________ 2015;399
10Ê022Ê431;01.03.2013 0:05;______ _____ 600 _________;480;______ _____ 500 _________;380
10Ê036Ê249;10.06.2016 10:26;_______;300;___ _________;0
10Ê178Ê746;04.07.2016 16:45;___ _________;0;________ 2015;399
10Ê078Ê242;24.04.2013 12:13;_______;300;______ _____ 500 _________;380
10Ê084Ê268;15.11.2016 11:09;___ _________;0;________ 2015;399
10Ê139Ê491;03.07.2014 17:35;___ _________;0;______ _____ 500 _________;380
10Ê174Ê712;04.04.2016 11:14;___ _________;0;______ _____ 500 _________;380
10Ê174Ê712;26.04.2016 0:03;______ _____ 500 _________;380;_______ _______ 70;350
10Ê036Ê239;05.03.2013 18:21;___ _________;0;______ _____ 500 _________;380
10Ê001Ê953;07.12.2016 11:47;_____ ______ 70;350;________ 99;399
10Ê044Ê822;28.08.2016 9:02;___ _________;0;________;400
